aktionsplan-city-2020-2026,Aktionsplan City 2020-2026,soci,gove,econ
jahrbuch,Statistisches Jahrbuch,soci,gove
jahresberichte-kulturamt,Jahresberichte Kulturamt,educ
jahresmittelwerte-zur-trinkwasserqualitat,Jahresmittelwerte zur Trinkwasserqualität,heal
jahresstatistik-burgerdienste,Jahresstatistik Bürgerdienste,gove
ka-afsta,ka-afsta
ka-feedback-meldungen,KA-Feedback Meldungen,soci,gove
ka-geo,ka-geo
karlsruhe-barrierefrei,Karlsruhe barrierefrei
karlsruhe-original,Karlsruhe Original
karlsruher-hygienesiegel,Karlsruher Hygienesiegel,heal
karlsruher-mietspiegel,Karlsruher Mietspiegel,soci
kennzahlen-energie-und-treibhausgasbilanz-der-stadt-karlsruhe,Energie- und Treibhausgasbilanz der Stadt Karlsruhe
kindertagesbetreuung,Kindertagesbetreuung,soci
kindeswohlgefaehrdung,Kindeswohlgefährdung,soci
klimaschutzkonzept-karlsruhe-2030,Klimaschutzkonzept Karlsruhe 2030,envi
klimawatch,Klimawatch
kommunale-haushaltsplane-stadtevergleich,Kommunale Haushaltspläne - Städtevergleich
kontrollergebnisse-der-amtlichen-lebensmitteluberwachung,Kontrollergebnisse der amtlichen Lebensmittelüberwachung,heal,agri
kriminalstatistik,Kriminalstatistik,soci,just
kulturumfrage,Kulturumfrage
kvv-fahrplandaten,KVV Fahrplandaten,tran
landtagswahl-2016,Landtagswahl 2016,gove
landtagswahl-2021,Landtagswahl 2021,gove
lebensqualitat-in-karlsruhe,Lebensqualität in Karlsruhe,soci
meteorologische-daten-und-klimadaten-fur-den-raum-karlsruhe,Meteorologische Daten und Klimadaten für den Raum Karlsruhe,envi
mietspiegelrechner-fur-einfamilienhauser-2023-24,Mietspiegelrechner für Einfamilienhäuser 2023/24
mietspiegelrechner-fur-wohnungen-2023-24,Mietspiegelrechner für Wohnungen 2023/24
migration,Migration,soci
minijobs,Minijobs,econ
mobilitatsportal,Mobilitätsportal
motorradparkplaetze,Motorradparkplätze,tran
nachhaltigkeit-in-karlsruhe,Nachhaltigkeit in Karlsruhe
parkhaeuser,Parkhäuser,tran
parkscheiben-parkplatze,Parkscheiben Parkplätze,tran
parkscheinautomaten,Parkscheinautomaten,tran
parkscheinautomatenflachen,Parkscheinautomatenflächen,tran
pendlerverflechtungen-in-karlsruhe-2009-2019,Pendlerverflechtungen in Karlsruhe,tran,econ
pflegestatistik,Pflegestatistik,soci
points-of-interest-baulandflachen1,Points of Interest - Baulandflächen,soci,regi
points-of-interest-behinderteneinrichtungen1,Points of Interest - Behinderteneinrichtungen,soci
points-of-interest-behorden-und-offentliche-einrichtungen1,Points of Interest - Behörden und öffentliche Einrichtungen,soci,regi
points-of-interest-bestattungen1,Points of Interest - Bestattungen,soci,gove
points-of-interest-burgerservice1,Points of Interest - Bürgerservice,soci,gove
points-of-interest-dienstleistungen1,Points of Interest - Dienstleistungen,soci,regi
points-of-interest-entsorgungseinrichtungen1,Points of Interest - Entsorgungseinrichtungen,soci
points-of-interest-freizeit-und-erholung1,Points of Interest - Freizeit und Erholung,soci,educ
points-of-interest-gesundheit-und-beratungsstellen1,Points of Interest - Gesundheit und Beratungsstellen,heal
points-of-interest-hochschulen-und-forschung1,Points of Interest - Hochschulen und Forschung,educ,tech
points-of-interest-kinder-und-jugendliche1,Points of Interest - Kinder und Jugendliche,soci
points-of-interest-kultur1,Points of Interest - Kultur,soci,educ
points-of-interest-offentlicher-nahverkehr-opnv1,Points of Interest - Öffentlicher Nahverkehr (ÖPNV),tran,regi
points-of-interest-parken-und-autoservices1,Points of Interest - Parken und Autoservices,tran,regi
points-of-interest-radverkehr1,Points of Interest - Radverkehr,tran,regi
points-of-interest-schulen1,Points of Interest - Schulen,educ
points-of-interest-senioren1,Points of Interest - Senioren,soci
points-of-interest-sonstige-bildungseinrichtungen1,Points of Interest - Sonstige Bildungseinrichtungen,soci,educ
points-of-interest-sportanlagen1,Points of Interest - Sportanlagen,educ
points-of-interest-tourismus1,Points of Interest - Tourismus,educ,regi
points-of-interest-versorgung1,Points of Interest - Versorgung,soci,gove
points-of-interest-wirtschaft1,Points of Interest - Wirtschaft,regi,econ
radnetz-stadt-karlsruhe,Radnetz Stadt Karlsruhe,tran
ratsinformationen,Ratsinformationen,gove
registrierte-hunde,Registrierte Hunde,gove
schwerbehindertenstatistik,Schwerbehindertenstatistik,soci
sensor-city-dashboard-karlsruhe-prototyp,Sensor City Dashboard Karlsruhe - Prototyp
sensordaten-karlsruhe,Sensordaten "Smarter Friedrichsplatz" Karlsruhe,envi
sicherheitsbericht-2018,Sicherheitsbericht,just
sicherheitsempfinden-der-bevolkerung,Sicherheitsempfinden der Bevölkerung
solarstrom,Solaranlagen der Stadt Karlsruhe,ener,envi
spielflachenversorgung,Spielflächenversorgung,educ
sportvereine-in-ka,Sportangebot der Sportvereine in Karlsruhe,educ
stadtentwicklungsstrategie-2035,Stadtentwicklungsstrategie 2035
stadtteile,Stadtteile Stadt Karlsruhe,regi,gove
stadtteilprofile,Stadtteilprofile Karlsruhe,soci,gove
tempo-20-zonen-karlsruhe,Tempo 20 Zonen Karlsruhe,tran
tempo-30-zonen-karlsruhe,Tempo 30 Zonen Karlsruhe,tran
tourismus,Tourismus Monatsbericht,educ
tourismus-jahresbericht,Tourismus Jahresbericht,educ
treibhausgasbilanz-karlsruhe,Treibhausgasbilanz Karlsruhe,envi
trinkwasseranalyse-hochbehalter-luss,Trinkwasseranalyse Hochbehälter Luss,heal
ubergange-auf-weiterfuhrende-schulen,Übergänge auf weiterführende Schulen,educ
ubersicht-open-data-portale,Übersicht Open Data Portale
ubersichtskarte-geothermieanlagen,Geothermieanlagen
umfragen-zur-karlsruher-city-2022,Umfragen zur Karlsruher City 2022,soci
veranstaltungskalender-stadt-karlsruhe,Veranstaltungskalender,educ
verkehrsberuhigte-bereiche,Verkehrsberuhigte Bereiche,tran
verkehrsmittelwahl-und-mobilitatsverhalten,Verkehrsmittelwahl und Mobilitätsverhalten,soci,tran
wetterdaten-13-monate-ruckwirkend,Wetterdaten 13 Monate rückwirkend,envi
wochenmaerkte,Wochenmärkte,soci,educ
wohngeldstatistik,Wohngeldstatistik,soci
wohnmobilparkplaetze,Wohnmobilparkplätze,tran
wo-ist-markt,Wo ist Markt?
zensus-bevoelkerungsstruktur,Zensusergebnisse Bevölkerungsstruktur in Karlsruhe,soci
zensus-bevoelkerung-und-erwerbstaetigkeit,Bevölkerung und Erwerbstätigkeit Zensus 2011,soci,econ
zensus-gebaeude-und-wohnungen,Gebäude- und Wohnungen in Karlsruhe Zensus 2011,soci,regi
zensus-gebaeude-und-wohnungszaehlung,Zensusergebnisse Gebäude und Wohnungen in Karlsruhe,soci,regi
